id,productType,productTypeKey,name.en,categories,slug.en,_hasStagedChanges,_published,key,createdAt,lastModifiedAt,variantId,sku,images,new image name,prices,articleNumberMax,baseId,images ID,new image name
1aeeeace-5e58-4e2c-8056-4757566c8f64,main,main,Tork Paper Towels 1 roll,"Grocery, Health & Beauty, Ice",tork-paper-towels-1-roll,FALSE,TRUE,227857aa-2af0-5b4c-877d-a6262dd79694,2021-01-17T21:34:43.395Z,2021-01-17T21:36:42.250Z,1,227857aa-2af0-5b4c-877d-a6262dd79694,https://i8.amplience.net/s/willow/000264||0x0,000264,US-USD 229,264,264,ade3f643-57c3-57d4-9d13-0cbdec678845,000264
68189d04-b59b-442d-9e8e-2f57801e49fd,main,main,Wawa Diet Iced Tea - 16oz,Teas & Fruit Drinks,wawa-diet-iced-tea-16-oz,FALSE,TRUE,d904eb38-5522-5301-8ac0-141e39237d01,2021-01-17T21:34:42.955Z,2021-01-17T21:36:36.778Z,1,d904eb38-5522-5301-8ac0-141e39237d01,https://i8.amplience.net/s/willow/000165||0x0,000165,US-USD 129,165,165,4e696ef7-e2cf-5612-af84-e1ab3456d6ec,000165
4ab64285-399b-4f2d-8358-4a1f9e9964d8,main,main,Tastykake Vanilla Sugar Wafers 2.75 oz,Cookies & Crackers,tastykake-vanilla-sugar-wafers-2-75-oz,FALSE,TRUE,9319bf3d-62f8-5b18-a382-2bcec2f0ae79,2021-01-17T21:34:43.182Z,2021-01-17T21:37:26.153Z,1,9319bf3d-62f8-5b18-a382-2bcec2f0ae79,https://i8.amplience.net/s/willow/000220||0x0,000220,US-USD 75,220,220,c42f6ddf-291c-5668-9912-2797144b0cae,000220
a60c0fa3-e293-4a2e-9775-c55d89a0df99,main,main,Planters Salted Peanuts 1.75 oz,Nuts & Seeds,planters-salted-peanuts-1-75-oz,FALSE,TRUE,69eb632f-6dff-54d9-8cf1-84e3a7b8115e,2021-01-17T21:34:43.249Z,2021-01-17T21:36:36.785Z,1,69eb632f-6dff-54d9-8cf1-84e3a7b8115e,https://i8.amplience.net/s/willow/000238||0x0,000238,US-USD 99,238,238,7e526509-2bed-5058-96e3-a3f5a0c95927,000238
c8d6880d-f346-4830-b5c4-c34350cdf65b,main,main,Frito Lay Cool Ranch Doritos 9.75 oz,"Chips, Popcorn, & Pretzels",frito-lay-cool-ranch-doritos-9-75-oz,FALSE,TRUE,b5f5ef45-bc3e-5810-8e54-5faf26796d81,2021-01-17T21:34:43.086Z,2021-01-17T21:37:26.088Z,1,b5f5ef45-bc3e-5810-8e54-5faf26796d81,https://i8.amplience.net/s/willow/000194||0x0,000194,US-USD 429,194,194,2d19dc97-5f73-50ac-a2d0-5e32d051f171,000194
5c692e2b-b067-4233-b61d-536a017ed0bd,main,main,Bang Blue Razzberry 16oz Can,Energy Drinks,bang-blue-razzberry-16-oz-can,FALSE,TRUE,0102e6c6-e32e-5983-ba73-c4eda76d3db8,2021-01-17T21:34:43.490Z,2021-01-17T21:36:42.247Z,1,0102e6c6-e32e-5983-ba73-c4eda76d3db8,https://i8.amplience.net/s/willow/000114||0x0,000114,US-USD 289,114,114,ba286ff8-ab5c-5259-b2b3-881b6466eb15,000114
17dfda79-4f69-4734-87fd-0f3dc497d00c,main,main,Caramel - Lattes,Iced Beverages,caramel-lattes,FALSE,TRUE,651f3050-1ebe-543d-b2f1-5ac321668b8c,2021-01-17T21:32:25.583Z,2021-01-17T21:37:18.252Z,1,651f3050-1ebe-543d-b2f1-5ac321668b8c,https://i8.amplience.net/s/willow/000067||0x0,000067,US-USD 309,67,67,f0a751dc-4865-517c-ba05-51dbb29e79cc,000067
42bf75a6-6e88-4636-8a80-e63081f5c02e,main,main,Vanilla - Chai Teas,Hot Beverages,vanilla-chai-teas-2,FALSE,TRUE,dd63a003-5396-558e-9f32-cca08b0337e2,2021-01-18T08:54:16.108Z,2021-01-18T09:32:33.537Z,1,dd63a003-5396-558e-9f32-cca08b0337e2,https://i8.amplience.net/s/willow/000056||0x0,000056,US-USD 269,56,56,d0e4bbe8-7a7f-59ef-9f46-1c1678ddcdf3,000056
d52d532a-2b8e-4636-99f0-80b971b88fd1,main,main,Cafe Con Leche,Iced Beverages,cafe-con-leche,FALSE,TRUE,04ae8f27-e1cf-567d-9307-e7756f77adb7,2021-01-17T21:32:25.609Z,2021-01-17T21:36:27.850Z,1,04ae8f27-e1cf-567d-9307-e7756f77adb7,https://i8.amplience.net/s/willow/000073||0x0,000073,US-USD 309,73,73,d7262bea-7bf7-5294-a5e6-13c126fefbca,000073
63be343d-b998-4937-b34f-f8f928f249c9,main,main,Shorti Roll - Loose Rolls & Bagels,Breakfast - Loose Rolls & Bagels,shorti-roll-loose-rolls-bagels,FALSE,TRUE,b8f09a2b-5f23-55cd-9cb5-d851107bf38a,2021-01-17T21:34:42.617Z,2021-01-17T21:37:18.244Z,1,b8f09a2b-5f23-55cd-9cb5-d851107bf38a,https://i8.amplience.net/s/willow/000048||0x0,000048,US-USD 70,48,48,e7153d00-7082-5e66-a513-c3773268778e,000048
